FID,Id,dem,dist
749,0,1.99000001,374.5
750,0,1.99000001,375
751,0,1.980000019,375.5
752,0,1.980000019,376
753,0,2.019999981,376.5
754,0,2.019999981,377
755,0,1.950000048,377.5
756,0,1.950000048,378
757,0,2.019999981,378.5
758,0,2.019999981,379
759,0,2.039999962,379.5
760,0,2.039999962,380
761,0,2,380.5
762,0,2,381
763,0,2.039999962,381.5
764,0,2.039999962,382
765,0,2.079999924,382.5
766,0,2.079999924,383
767,0,2.180000067,383.5
768,0,2.180000067,384
769,0,2.059999943,384.5
770,0,2.059999943,385
771,0,2.019999981,385.5
772,0,2.019999981,386
773,0,2.019999981,386.5
774,0,2.019999981,387
775,0,2.00999999,387.5
776,0,2.00999999,388
777,0,2.180000067,388.5
778,0,2.180000067,389
779,0,2.099999905,389.5
780,0,2.099999905,390
781,0,2.099999905,390.5
782,0,2.039999962,391
783,0,2.039999962,391.5
784,0,1.950000048,392
785,0,1.950000048,392.5
786,0,2,393
787,0,2,393.5
788,0,1.950000048,394
789,0,1.950000048,394.5
790,0,1.919999957,395
791,0,1.919999957,395.5
792,0,1.850000024,396
793,0,1.850000024,396.5
794,0,1.769999981,397
795,0,1.769999981,397.5
796,0,1.840000033,398
797,0,1.840000033,398.5
798,0,1.820000052,399
799,0,1.820000052,399.5
800,0,1.799999952,400
801,0,1.799999952,400.5
802,0,1.850000024,401
803,0,1.850000024,401.5
804,0,1.850000024,402
805,0,1.850000024,402.5
806,0,1.879999995,403
807,0,1.879999995,403.5
808,0,1.850000024,404
809,0,1.850000024,404.5
810,0,1.830000043,405
811,0,1.830000043,405.5
812,0,1.820000052,406
813,0,1.820000052,406.5
814,0,1.820000052,407
815,0,1.820000052,407.5
816,0,1.809999943,408
817,0,1.809999943,408.5
818,0,1.769999981,409
819,0,1.769999981,409.5
820,0,1.789999962,410
821,0,1.789999962,410.5
822,0,1.779999971,411
823,0,1.779999971,411.5
824,0,1.720000029,412
825,0,1.720000029,412.5
826,0,1.659999967,413
827,0,1.659999967,413.5
828,0,1.659999967,414
829,0,1.659999967,414.5
830,0,1.659999967,415
831,0,1.639999986,415.5
832,0,1.639999986,416
833,0,1.549999952,416.5
834,0,1.549999952,417
835,0,1.470000029,417.5
836,0,1.470000029,418
837,0,1.399999976,418.5
838,0,1.399999976,419
839,0,1.350000024,419.5
840,0,1.350000024,420
841,0,1.340000033,420.5
842,0,1.340000033,421
843,0,1.320000052,421.5
844,0,1.320000052,422
845,0,1.299999952,422.5
846,0,1.299999952,423
847,0,1.279999971,423.5
848,0,1.279999971,424
849,0,1.269999981,424.5
850,0,1.269999981,425
851,0,1.25,425.5
852,0,1.25,426
853,0,1.269999981,426.5
854,0,1.279999971,427
855,0,1.299999952,427.5
856,0,1.299999952,428
857,0,1.269999981,428.5
858,0,1.269999981,429
859,0,1.279999971,429.5
860,0,1.279999971,430
861,0,1.25999999,430.5
862,0,1.25999999,431
863,0,1.25999999,431.5
864,0,1.25,432
865,0,1.25999999,432.5
866,0,1.25999999,433
867,0,1.25999999,433.5
868,0,1.25999999,434
869,0,1.25999999,434.5
870,0,1.25999999,435
871,0,1.230000019,435.5
872,0,1.230000019,436
873,0,1.230000019,436.5
874,0,1.24000001,437
875,0,1.24000001,437.5
876,0,1.24000001,438
877,0,1.24000001,438.5
878,0,1.269999981,439
879,0,1.269999981,439.5
880,0,1.309999943,440
881,0,1.309999943,440.5
882,0,1.340000033,441
883,0,1.340000033,441.5
884,0,1.24000001,442
885,0,1.24000001,442.5
886,0,1.190000057,443
887,0,1.190000057,443.5
888,0,1.139999986,444
889,0,1.139999986,444.5
890,0,1.169999957,445
891,0,1.169999957,445.5
892,0,1.110000014,446
893,0,1.110000014,446.5
894,0,1.019999981,447
895,0,1.019999981,447.5
896,0,0.930000007,448
897,0,0.930000007,448.5
898,0,0.889999986,449
899,0,0.889999986,449.5
900,0,0.889999986,450
901,0,0.889999986,450.5
902,0,0.889999986,451
903,0,0.889999986,451.5
904,0,0.889999986,452
905,0,0.889999986,452.5
906,0,0.889999986,453
907,0,0.889999986,453.5
908,0,0.889999986,454
909,0,0.889999986,454.5
910,0,0.889999986,455
911,0,0.889999986,455.5
912,0,0.889999986,456
913,0,0.889999986,456.5
914,0,0.889999986,457
915,0,0.889999986,457.5
916,0,0.889999986,458
917,0,0.889999986,458.5
918,0,0.889999986,459
919,0,0.889999986,459.5
920,0,0.889999986,460
921,0,0.889999986,460.5
922,0,0.889999986,461
923,0,0.889999986,461.5
924,0,0.889999986,462
925,0,0.889999986,462.5
926,0,0.889999986,463
927,0,0.889999986,463.5
928,0,0.889999986,464
929,0,0.889999986,464.5
930,0,0.889999986,465
931,0,0.889999986,465.5
932,0,0.889999986,466
933,0,0.889999986,466.5
934,0,0.889999986,467
935,0,0.889999986,467.5
936,0,0.889999986,468
937,0,0.889999986,468.5
938,0,0.889999986,469
939,0,0.889999986,469.5
940,0,0.889999986,470
941,0,0.889999986,470.5
942,0,0.889999986,471
943,0,0.889999986,471.5
944,0,0.889999986,472
